path,bpm,rms,centroid,score,tier
99_Archive/clean/Mihai Popoviciu/Travelling Without Moving (Original Mix).mp3,123.05,0.28357,2251.5,0.553,3
99_Archive/clean/Milion_/Oblivion (Original Mix).mp3,83.35,0.25289,2809.8,0.4115,3
99_Archive/clean/Milion_/Out Of Me (Original Mix).mp3,83.35,0.21913,2344.3,0.291,2
99_Archive/clean/Metro/Here For The Love/01 Here For The Love (Metropolitan Acid mix).flac,129.2,0.1306,3808.8,0.5487,3
99_Archive/clean/Milion_/Population (Original Mix).mp3,123.05,0.25359,3157.4,0.5889,3
"99_Archive/clean/Millero, AYYBO/Rizz (Millero Remix)/01 Rizz (Millero Remix).mp3",123.05,0.26289,3018.1,0.5915,3
99_Archive/clean/Mind Games/Franck Roger (Original Mix) 124.mp3,99.38,0.29698,3706.3,0.5929,3
99_Archive/clean/Monojoke/Dhanyavad (Original Mix) 122.mp3,123.05,0.19145,3019.3,0.4344,3
99_Archive/clean/Monojoke/Godavari (Original Mix) 122.mp3,123.05,0.21087,3350.0,0.5105,3
99_Archive/clean/Monojoke/Niketana (Original Mix) 122.mp3,123.05,0.17495,3326.6,0.4356,3
99_Archive/clean/Monojoke/Saumya (Original Mix) 122.mp3,123.05,0.18914,3605.0,0.4792,3
"99_Archive/clean/Mont Rouge, TwoForAll/Back Then/01 Back Then (Extended Mix).mp3",123.05,0.18736,2086.8,0.3394,2
99_Archive/clean/MK/Burning/03 Burning (Vibe mix).flac,117.45,0.26641,3017.7,0.5109,3
"99_Archive/clean/Moreno Pezzolato, Octahvia/Family Affair (Extended Mix).mp3",123.05,0.26701,3622.0,0.6513,4
99_Archive/clean/Miles Atmospheric/SkyHealer/01 Exoplanetology.flac,129.2,0.19448,4074.4,0.6472,4
99_Archive/clean/Move On/Jacy (Original Mix) 123.mp3,123.05,0.16031,3678.3,0.4322,3
99_Archive/clean/Mr Barry/Max Brown (Cris Celiz Remix) 131.mp3,129.2,0.2765,2359.9,0.6947,4
99_Archive/clean/Mr. Falcon/Come True (Original Mix).mp3,123.05,0.20562,3840.1,0.523,3
99_Archive/clean/Mr. Falcon/Darlings (Original Mix).mp3,117.45,0.19172,4274.3,0.4158,3
99_Archive/clean/Mr. Falcon/Go Stupid (Original Mix).mp3,123.05,0.24213,2947.6,0.535,3
99_Archive/clean/Mousse T. vs. Hot ’n’ Juicy/Horny '98/02 Horny '98 (extended mix).flac,123.05,0.12182,3591.5,0.3908,2
99_Archive/clean/Mount Rushmore/The Vibe (That’s Flowing)/04 The Vibe (That’s Flowing) (Lukas’ Pepperoni Slice).wav,123.05,0.20753,2094.0,0.3827,2
99_Archive/clean/Mr. Ho/Michaelsoft/02 Mr. Ho - In‐Best.flac,99.38,0.28118,2679.9,0.4765,3
99_Archive/clean/Morgan Pickles/El Purge.wav,129.2,0.24385,3612.3,0.7408,4
99_Archive/clean/Mr. Ho/Michaelsoft/03 Mr. Ho ft. Xiaolin - Ngomee.flac,136.0,0.19575,2259.7,0.5682,3
99_Archive/clean/Mrs. Wood/Woodwork/12 Feels So Good.mp3,129.2,0.24832,2878.2,0.687,4
99_Archive/clean/Mr. Ho/Michaelsoft/01 Mr. Ho - 000Baby (alternative mix).flac,103.36,0.21189,2385.7,0.307,2
99_Archive/clean/Mystic Love/Anja Schneider (Joe Metzenmacher Remix) 120.mp3,117.45,0.22175,3604.8,0.4634,3
99_Archive/clean/Mr. Ho/Michaelsoft/04 Mr. Ho - Bail‐E.flac,129.2,0.25142,2540.5,0.6608,4
99_Archive/clean/Mr. Ho/Michaelsoft/05 Mr. Ho - Quit Startin’.flac,92.29,0.21171,2825.5,0.3394,2
99_Archive/clean/Mr. Ho/Michaelsoft/06 Mr. Ho - Perfect Round.flac,99.38,0.24669,1870.8,0.3392,2
99_Archive/clean/Mr. Ho/Michaelsoft/07 Mr. Ho - Mind Pollution.flac,143.55,0.25738,1976.3,0.7018,4
99_Archive/clean/N Hancock St/Dj Steaw (Original Mix) 125.mp3,123.05,0.28495,3165.0,0.655,4
"99_Archive/clean/N2N, Rob Marion/Provide (Extended)/01 Provide (Extended).mp3",129.2,0.26509,2839.8,0.7213,4
99_Archive/clean/Mr. Ho/Michaelsoft/08 Mr. Ho - 14ME.flac,143.55,0.23985,3076.1,0.7633,4
99_Archive/clean/Narciso & Gerundino/Harmony (Vertigini Remix).mp3,123.05,0.30306,3328.9,0.6927,4
99_Archive/clean/Narcisse (Mex)/Vile (Original Mix) 110.mp3,112.35,0.26843,1587.0,0.387,2
"99_Archive/clean/Nate S.U, Elijah Something/Electrode (Ben Balance Remix).mp3",129.2,0.29713,2706.5,0.7629,4
"99_Archive/clean/Namby Pamby/Girlz!/03 Girlz!, Pt. 1 (M.B.S Queer Mix).flac",123.05,0.1349,4334.9,0.4202,3
"99_Archive/clean/Nate S.U, Elijah Something/Provocation (Josh Baker Remix).mp3",129.2,0.2406,2406.8,0.6236,4
"99_Archive/clean/Nate S.U, Elijah Something/Electrode (Original Mix).mp3",89.1,0.31839,2176.6,0.4728,3
"99_Archive/clean/Nate S.U, Elijah Something/Provocation (Original Mix).mp3",129.2,0.31793,2375.2,0.7561,4
99_Archive/clean/Nate S.U/Supermodels On Acid Ep/03 NRG 65.flac,129.2,0.24255,3255.3,0.7164,4
99_Archive/clean/Nathan Barato/Hands To The Sky (Original Mix).mp3,123.05,0.26413,2695.5,0.5628,3
99_Archive/clean/ndcysv/Indecisive - DWM.mp3,129.2,0.14755,3113.4,0.5223,3
99_Archive/clean/Ne/Retromigration (Original Mix) 130.mp3,129.2,0.24701,3482.6,0.7445,4
99_Archive/clean/NEIGHBOUR vs DJ SOUP_HOOLA HOOP/Discofari EP/01 Bro Chant (part 1).mp3,123.05,0.12114,2534.2,0.2909,2
99_Archive/clean/Neuro System/Framboisier (Original Mix) 134.mp3,136.0,0.22258,2328.5,0.6322,4
99_Archive/clean/Nathan Coles/Hide & Seek/12 Hide & Seek (Original Mix).flac,129.2,0.20014,2300.3,0.5273,3
99_Archive/clean/Never Wait/Melchior Sultana (Original Mix) 120.mp3,117.45,0.27669,2647.9,0.4922,3
99_Archive/clean/Nihil Young/Out Of Control/01 Out Of Control (Extended Mix).mp3,129.2,0.40266,2283.7,0.7749,4
99_Archive/clean/No Hopes/My Dance/01 My Dance (Extended Mix).mp3,123.05,0.34394,2219.1,0.6153,4
99_Archive/clean/NiQW/Cat Massage (Alec Troniq Remix).mp3,129.2,0.29755,1490.9,0.6787,4
99_Archive/clean/NiQW/Cat Massage (Original Mix).mp3,129.2,0.28221,1619.6,0.6587,4
"99_Archive/clean/Noha, Alex Tea, Pathagonia/Lifechord EP/01 Lifechord (Original Mix).flac",129.2,0.1391,2351.4,0.4369,3
99_Archive/clean/Norway In Italy/Nutritious (Original Mix) 115.mp3,117.45,0.26146,1571.9,0.3861,2
99_Archive/clean/Notre Dame/Candy Cloud/01 Candy Cloud (Original Mix).mp3,123.05,0.24298,2516.0,0.4963,3
99_Archive/clean/Notre Dame/Nobody Told Me EP/01 Nobody Told Me.mp3,123.05,0.16898,2799.4,0.3722,2
99_Archive/clean/Now Dance!/Lolu Menayed (Extended Mix) 128.mp3,129.2,0.26686,3275.7,0.7773,4
"99_Archive/clean/Noha, Alex Tea, Pathagonia/Lifechord EP/03 Electroluv (Original Mix).flac",129.2,0.08702,1991.2,0.3721,2
99_Archive/clean/Nu Bass/D'julz (Sweely Remix) 127.mp3,129.2,0.34562,1891.0,0.7375,4
"99_Archive/clean/Noha, Alex Tea, Pathagonia/Lifechord EP/04 Rebel (Original Mix).flac",129.2,0.21137,1225.9,0.499,3
"99_Archive/clean/Noha, Alex Tea, Pathagonia/Lifechord EP/02 Desire (Original Mix).flac",129.2,0.22244,1313.0,0.524,3
99_Archive/clean/Noir & Haze/Around/03 Around (Solomun Vox mix).flac,117.45,0.1087,2070.3,0.1559,1
"99_Archive/clean/Obsidian/Module One, Soela (Original Mix) 124.mp3",123.05,0.26219,1474.4,0.4748,3
99_Archive/clean/ODCEE/Damm Fresh (Original Mix).mp3,129.2,0.2188,3556.5,0.6884,4
99_Archive/clean/Nexus 8/Love Express (Underplanet Mix).flac,129.2,0.06495,1655.7,0.3451,2
99_Archive/clean/ODCEE/Tipsy (Original Mix).mp3,123.05,0.23015,3240.5,0.5515,3
99_Archive/clean/Odyffe/Keep On Doing (Original Mix).mp3,123.05,0.21857,3213.7,0.5205,3
99_Archive/clean/Odyffe/Play With Me (Original Mix).mp3,123.05,0.28969,3378.4,0.6826,4
99_Archive/clean/Nu‐Birth/Anytime/02 Anytime (Rhythm Masters mix).flac,136.0,0.1283,2564.3,0.4981,3
99_Archive/clean/Ocean Dawn Vs Kid Drama/Functional _ The Tide/01 Functional.flac,161.5,0.24259,3322.3,0.8028,5
"99_Archive/clean/Oliver Klein, Flow & Zeo/Cofé Break EP/02 Café Latte.mp3",63.02,0.15712,1448.1,0.0846,1
"99_Archive/clean/Oliver Koletzki, Frida Darko/Trip With Me/01 Trip With Me (Original Mix).mp3",123.05,0.24577,2175.3,0.4752,3
99_Archive/clean/Ocean Dawn Vs Kid Drama/Functional _ The Tide/02 The Tide.flac,107.67,0.19605,4020.2,0.4033,3
"99_Archive/clean/On Process/E-Talking, Paramida (Mathew Jonson Remix) 130.mp3",129.2,0.23643,1038.1,0.5504,3
99_Archive/clean/Odd Numbers/Need You Closer.flac,129.2,0.16991,2792.8,0.5198,3
99_Archive/clean/OK EG/Prismatic Spring/02 Prismatic Spring.flac,172.27,0.32759,846.3,0.7793,4
99_Archive/clean/OK EG/Prismatic Spring/03 Phase Transition.flac,89.1,0.23272,2146.9,0.3206,2
99_Archive/clean/OK EG/Prismatic Spring/01 Alkaline.flac,129.2,0.20866,1758.4,0.5109,3
99_Archive/clean/OK EG/Prismatic Spring/04 Triple Point.flac,136.0,0.23467,1389.1,0.6041,4
99_Archive/clean/Operator/The Spectral Citadel/01 Dhampir.flac,92.29,0.38822,1408.2,0.4585,3
99_Archive/clean/Operator/The Spectral Citadel/04 Winding and Remote.flac,143.55,0.34746,1841.6,0.8038,5
99_Archive/clean/Operator/The Spectral Citadel/02 The Dress She Wore.flac,136.0,0.36294,2816.6,0.874,5
"99_Archive/clean/Orienta-Rhythm, Dawn Tallman/Get Back To Love (Orienta-Rhythm King Street Edit).mp3",123.05,0.09252,2140.3,0.2437,2
99_Archive/clean/Operator/The Spectral Citadel/03 Vector Spirit.flac,136.0,0.39433,2221.8,0.8219,5
"99_Archive/clean/Orienta-Rhythm, Dawn Tallman/Get Back To Love (Orienta-Rhythm Original Club Mix).mp3",123.05,0.18346,3148.4,0.4401,3
99_Archive/clean/Osc!Lux/Krjuk (Original Mix) 122.mp3,123.05,0.18287,3043.0,0.4253,3
"99_Archive/clean/Oscar G, El Chino Dreadlion/Lost (Original Mix).mp3",123.05,0.06724,2110.0,0.232,2
"99_Archive/clean/Oscar G, El Chino Dreadlion/Lost (Stryke's Kingston Dub).mp3",123.05,0.14545,1568.3,0.2492,2
99_Archive/clean/Osvaldo & Beat/Mutants In The House (Original Mix).mp3,83.35,0.29655,3036.2,0.5155,3
99_Archive/clean/Osvaldo & Beat/Vago De Oro (Original Mix).mp3,117.45,0.31734,2874.1,0.5725,3
99_Archive/clean/Out Wave/Unstoppable (First Mix).mp3,117.45,0.10402,3873.8,0.3015,2
99_Archive/clean/Overwhelmed/Felipe Gordon (Original Mix) 120.mp3,117.45,0.25376,2295.3,0.4164,3
99_Archive/clean/Pablo Bravo/Awake (Original Mix).mp3,83.35,0.20497,2721.6,0.2934,2
99_Archive/clean/Pablo Bravo/Singular (Original Mix).mp3,123.05,0.15143,3713.9,0.4292,3
99_Archive/clean/Pablo Bravo/Vendetta (Original Mix).mp3,123.05,0.20794,3051.8,0.4799,3
"99_Archive/clean/Pablo Say, Pavel Petrov, Christian Nielsen, Seizmic (UK), Enamour, Anyasa/Four To The Floor 46/01 Bring The Lows Up (Original Mix).mp3",129.2,0.25843,3012.6,0.732,4
"99_Archive/clean/Papa Marlin, Bondar/Forever (Original Mix).mp3",63.02,0.29014,3318.0,0.5073,3
"99_Archive/clean/Papa Marlin, Bondar/Reezo Groove (Original Mix).mp3",123.05,0.3725,2695.4,0.6688,4
99_Archive/clean/Paul Lock/You Were Saying EP/04 Say This - Original Mix.mp3,123.05,0.20882,4058.1,0.5417,3
99_Archive/clean/Pariah/Caterpillar/02 Frogspawn.flac,99.38,0.29427,3112.8,0.5484,3
99_Archive/clean/Pariah/Caterpillar/01 Caterpillar.flac,129.2,0.15893,3756.6,0.5827,3
99_Archive/clean/Pariah/Caterpillar/03 One On One.flac,103.36,0.24344,2496.7,0.3838,2
99_Archive/clean/Patagonia; NOHA; Alex Tea/Chi Ci Pensa EP/01 Chi Ci Pensa.flac,123.05,0.20684,2950.5,0.465,3
"99_Archive/clean/Pathagonia, Noha, Alex Tea/Pathagonia - New Rave/02 Destroy Me.flac",129.2,0.2064,1598.0,0.4984,3
"99_Archive/clean/Pathagonia, Noha, Alex Tea/Pathagonia - New Rave/03 Shadows.flac",129.2,0.198,2328.0,0.5298,3
"99_Archive/clean/Pathagonia, Noha, Alex Tea/Pathagonia - New Rave/04 Dirty Harmonics.flac",136.0,0.2146,2158.2,0.6021,4
99_Archive/clean/Peach/Fortune Three/03 Brady's Song.flac,136.0,0.16975,3186.9,0.6155,4
99_Archive/clean/Peach/Fortune Three/01 In Ur Dreams.flac,103.36,0.18564,3468.7,0.3568,2
99_Archive/clean/Peach/Fortune One/02 Ms Cookys.flac,136.0,0.25718,1925.0,0.6811,4
99_Archive/clean/Peach/Fortune One/01 Eclipse.flac,136.0,0.19137,3162.0,0.6553,4
99_Archive/clean/Peach/Fortune Three/04 Brady's Song (Afters Edit).flac,136.0,0.19107,2971.3,0.6306,4
"99_Archive/clean/PETEL, Offir., Jay Meraki, Ben Weiss, Senior Citizen, Gutenn, DANIÑO (03)/Full House VA2/01 Get Down Now (Extended) (Extended).mp3",123.05,0.22974,3043.9,0.5305,3
"99_Archive/clean/Peter Brown, Juan Diaz/Love Attack (Original Mix).mp3",123.05,0.24131,1691.4,0.4375,3
"99_Archive/clean/PEZNT, Brown Sneakers/Am I Wrong (Original Mix).mp3",123.05,0.30737,2937.7,0.6613,4
99_Archive/clean/Pearson Sound/Which Way Is Up/02 Twister.flac,112.35,0.2131,2287.3,0.3108,2
99_Archive/clean/Pearson Sound/Which Way Is Up/01 Hornet.flac,129.2,0.18118,2178.7,0.4849,3
"99_Archive/clean/Phil Weeks/Phil Weeks Presents Crate Diggin’, Vol. 3/01 DJ Assassin - A Face in the Crowd (Intellidread mix).mp3",64.6,0.28582,3262.5,0.4999,3
99_Archive/clean/PHUARM/Jus Right (Bilboni Remix).mp3,123.05,0.24002,2959.7,0.5392,3
99_Archive/clean/PHUARM/Jus Right (Kassier Remix).mp3,123.05,0.24615,2896.5,0.548,3
99_Archive/clean/Pete Blaker/Pete Blaker Edits/01 Love And Devotion.flac,129.2,0.03759,4526.2,0.523,3
99_Archive/clean/Pearson Sound/Which Way Is Up/03 Slingshot.flac,92.29,0.2401,1119.7,0.2917,2
99_Archive/clean/Pearson Sound/Which Way Is Up/04 Which Way Is Up.flac,136.0,0.2785,1880.8,0.7214,4
99_Archive/clean/PHUARM/Jus Right (Original Mix).mp3,123.05,0.20668,3014.6,0.4727,3
99_Archive/clean/Piero Scratch/Got This Love (Original Mix).mp3,123.05,0.26495,3786.3,0.6625,4
99_Archive/clean/Post Play (2)/Post Moves/02 Tell Me I'm Crazy.wav,89.1,0.13821,3030.5,0.2346,2
99_Archive/clean/Piero Scratch/Party People (Original Mix).mp3,129.2,0.32938,3848.5,0.8942,5
99_Archive/clean/Pink Horizon/Marsolo (Extended) 132.mp3,66.26,0.16616,3712.6,0.283,2
99_Archive/clean/Play My Game/Vitess (Original Mix) 131.mp3,129.2,0.16645,2915.5,0.5295,3
99_Archive/clean/Positiver/Natural Instinct/02 Pleasant Point.mp3,136.0,0.26583,3171.4,0.8193,5
99_Archive/clean/Prince/Uptown (Funk Manchu Rework).mp3,123.05,0.16433,3041.6,0.3982,2
99_Archive/clean/Professor (ofc)/Freaky Love EP/02 Freak (Original Mix).mp3,129.2,0.30063,1973.8,0.7124,4
99_Archive/clean/Provider/Isolation Seeker/04 Hesitance.flac,80.75,0.15018,1043.8,0.0859,1
99_Archive/clean/Plastik People Recordings/Warren Clarke - 4 AM Wake Up.wav,83.35,0.1948,2346.0,0.2386,2
99_Archive/clean/Provider/Isolation Seeker/01 Isolation Seeker.flac,89.1,0.26904,2659.3,0.4443,3
99_Archive/clean/Provider/Isolation Seeker/03 Air Pusher.flac,143.55,0.33513,2613.2,0.86,5
99_Archive/clean/Provider/Isolation Seeker/02 Hexanes.flac,143.55,0.40923,1213.8,0.7917,4
99_Archive/clean/Prunk/Le Funk/02 Friday Night.flac,123.05,0.26038,2759.0,0.5687,3
99_Archive/clean/Pizarro/Perdona Me (Forgive Me)/03 Perdona Me (Forgive Me) (Club Mix).flac,161.5,0.03847,3051.9,0.5356,3
99_Archive/clean/PRZ/Wishmaker EP/01 The Zone.flac,129.2,0.37495,2639.3,0.8105,5
99_Archive/clean/Qubiko/No Fear (Extended Mix).mp3,123.05,0.23394,3645.8,0.5893,3
99_Archive/clean/PRZ/Wishmaker EP/02 Ok Electronic.flac,184.57,0.32587,2475.2,0.8541,5
99_Archive/clean/PRZ/Wishmaker EP/03 Wishmaker.flac,136.0,0.26283,2833.7,0.7755,4
99_Archive/clean/PRZ/Wishmaker EP/05 Digital Tsunami.flac,136.0,0.34298,1984.1,0.7972,4
99_Archive/clean/PRZ/Wishmaker EP/04 You Don't Exist.flac,136.0,0.27794,3098.8,0.8338,5
99_Archive/clean/Pure Science/Brighter Days EP/01 Brighter Dayz (Californian Sunshine mix).flac,129.2,0.03601,3633.6,0.5079,3
99_Archive/clean/Pure Science/Brighter Days EP/02 Ooaahh.flac,129.2,0.14198,2965.6,0.5056,3
99_Archive/clean/PRZ/Wishmaker EP/06 Hotspot.flac,136.0,0.31809,2090.0,0.7916,4
99_Archive/clean/Radiant Records/Radiant Records Palestine Comp/01 Cashper - Face the World.flac,117.45,0.07734,1625.1,0.1141,1
99_Archive/clean/Radiant Records/Radiant Records Palestine Comp/02 Byron Yeates - Dream Dance.flac,172.27,0.1689,2243.1,0.5447,3
99_Archive/clean/Radiant Records/Radiant Records Palestine Comp/03 L V J - TRYDOIT.flac,103.36,0.14156,1043.4,0.1193,1
99_Archive/clean/Radiant Records/Radiant Records Palestine Comp/04 Maara - Feel Ma Luv.flac,136.0,0.16914,1900.5,0.4956,3
99_Archive/clean/Radiant Records/Radiant Records Palestine Comp/05 Angel D'Lite - Freaky Nostalgia.flac,69.84,0.20311,2803.2,0.2795,2
99_Archive/clean/Radioactive Man/Radioactive Man/01 The Mezz.flac,129.2,0.08286,1393.8,0.3466,2
99_Archive/clean/Radiant Records/Radiant Records Palestine Comp/06 Abdul Raeva - Stamina.flac,129.2,0.24467,3334.0,0.737,4
99_Archive/clean/Radiant Records/Radiant Records Palestine Comp/08 IN2STELLAR - Scream Queen.flac,92.29,0.24597,2779.2,0.4086,3
99_Archive/clean/Radiant Records/Radiant Records Palestine Comp/07 Eoin DJ - The Pleasure Factor.flac,136.0,0.20721,2860.4,0.652,4
99_Archive/clean/Radiant Records/Radiant Records Palestine Comp/09 Blu_sh - Lovelight.flac,136.0,0.28632,2087.1,0.753,4
99_Archive/clean/Radioactive Man/Radioactive Man/02 Radio Eins (mix 1).flac,129.2,0.15003,2301.7,0.4498,3
99_Archive/clean/Radiant Records/Radiant Records Palestine Comp/10 Match Box - Octopus Dreaming.flac,143.55,0.25423,1865.3,0.688,4
99_Archive/clean/Radiant Records/Radiant Records Palestine Comp/11 Kay Cee - As Good as You (ketia’s Sunrise edit).flac,136.0,0.37103,1617.1,0.7852,4
99_Archive/clean/Radioactive Man/Radioactive Man/03 Do the Radioactive.flac,129.2,0.18355,2118.4,0.4883,3
99_Archive/clean/Radioactive Man/Radioactive Man/04 Major.flac,136.0,0.11397,2170.5,0.4575,3
99_Archive/clean/Radioactive Man/Radioactive Man/05 Goodnight Morton.flac,123.05,0.0496,939.7,0.1848,1
99_Archive/clean/Radioactive Man/Radioactive Man/06 Trespasser.flac,68.0,0.11216,2490.9,0.1201,1
"99_Archive/clean/Rafael, Adam Ten/Sweet Boy/01 Sweet Boy (Original Mix).mp3",123.05,0.2391,2487.0,0.4905,3
"99_Archive/clean/Rafael, Millero/Say That/01 Say That (Original Mix).mp3",123.05,0.26555,1964.1,0.5122,3
99_Archive/clean/Radioactive Man/Radioactive Man/08 Gone Forever.flac,103.36,0.14879,3279.0,0.2874,2
99_Archive/clean/Rando/Black Spirit (Original Mix).mp3,117.45,0.18106,1875.7,0.2265,2
"99_Archive/clean/Raumakustik, Tim Baresko/Noise Voice/01 Noise Voice (extended mix).mp3",123.05,0.29946,3067.5,0.673,4
99_Archive/clean/RAZOR/PARASITE INVISIBLE/02 To PROCEED.mp3,129.2,0.27228,2356.0,0.6967,4
"99_Archive/clean/Reblok, Shermanology/Everybody (Original Mix).mp3",123.05,0.21844,3359.8,0.5387,3
99_Archive/clean/Radioactive Man/Radioactive Man/07 Strong Booze (Transparent Sound remix 1).flac,99.38,0.10191,2702.6,0.18,1
99_Archive/clean/Radioactive Man/Radioactive Man/09 Uranium.flac,123.05,0.0669,2097.3,0.2358,2
"99_Archive/clean/Reblok, Shermanology/Naughtyfication (Original Mix).mp3",123.05,0.27875,3350.0,0.6694,4
99_Archive/clean/Ralphi Rosario/An Instrumental Need/03 Flaco Ritmo (Long Mix).flac,123.05,0.11087,2701.3,0.31,2
99_Archive/clean/Reflex Blue/Fantasy Value/04 Sacred Plant.flac,129.2,0.16827,3012.7,0.5441,3
99_Archive/clean/Reflex Blue/FREE002/01 Trip Sit (Elevate Mix).flac,83.35,0.16199,2893.6,0.2329,2
99_Archive/clean/Reflex Blue/FREE002/03 Jump Code.flac,129.2,0.29706,2083.9,0.7187,4
99_Archive/clean/Reflex Blue/FREE002/02 Geo Technology.flac,136.0,0.28718,2778.2,0.8158,5
99_Archive/clean/Relativ (NL)/Deep Drive (Original Mix).mp3,123.05,0.27205,2113.4,0.5356,3
99_Archive/clean/Relativ (NL)/Funkd (Original Mix).mp3,129.2,0.21325,3192.3,0.6588,4
99_Archive/clean/Relativ (NL)/My Baby (M-High Remix).mp3,129.2,0.29307,2454.7,0.7429,4
99_Archive/clean/Relativ (NL)/My Baby (Original Mix).mp3,129.2,0.20385,2856.4,0.5972,3
"99_Archive/clean/Remember/Fatdog, Cj Raine (Original Mix) 110.mp3",107.67,0.13483,3433.8,0.2888,2
"99_Archive/clean/Ridney, Inaya Day, Richard Earnshaw/Gotta Have (Glen Horsborough Remix).mp3",123.05,0.27061,3196.2,0.6415,4
"99_Archive/clean/Ridney, Inaya Day, Richard Earnshaw/Gotta Have (Original Mix).mp3",123.05,0.11785,1694.4,0.2376,2
99_Archive/clean/Risk Label/Under SP (Original Mix).mp3,123.05,0.32002,2635.3,0.65,4
99_Archive/clean/Reflex Blue/FREE002/04 Kangaroo Jack.flac,143.55,0.12736,2009.5,0.4713,3
99_Archive/clean/Relative Progress/Illustrated Primer EP/03 The Onlookers Chant.flac,66.26,0.08087,1986.6,0.0616,1
99_Archive/clean/René & Peran/Give It to Me/02 Give It to Me (extended).flac,68.0,0.16229,2828.4,0.2038,2
99_Archive/clean/Robin Graham/Enter.1 (Original Mix).mp3,129.2,0.18672,2580.1,0.5349,3
99_Archive/clean/Rolling/Humanly Organized Sound (Original Mix) 124.mp3,123.05,0.20376,2706.4,0.4382,3
99_Archive/clean/Roddy Lima/TOXIC/02 TOXIC (feat. ATIANA) (Original Mix).mp3,129.2,0.18803,2955.1,0.5768,3
99_Archive/clean/Romain Dary/Trust Me/01 Trust Me (Extended Mix).mp3,123.05,0.2998,2226.3,0.592,3
99_Archive/clean/Roberto Surace/Joys/01 Joys (Extended Mix).flac,123.05,0.21296,3687.3,0.5477,3
99_Archive/clean/Romain Garcia/Used To/04 Used To (extended mix).mp3,123.05,0.26835,2528.3,0.5649,3
99_Archive/clean/Robin EE/Keep On (Deep and Far).flac,83.35,0.12227,1091.6,0.0764,1
99_Archive/clean/Rook & Bishop/Obsession (Original Mix).mp3,129.2,0.2408,1916.5,0.5978,3
99_Archive/clean/Rook & Bishop/Obsession (Mr. Fowks Remix).mp3,83.35,0.20082,3191.0,0.3399,2
99_Archive/clean/Rook & Bishop/White Spade (Original Mix).mp3,129.2,0.18965,1891.2,0.487,3
99_Archive/clean/Roxe/Love The Way (Original Mix).mp3,123.05,0.2836,2997.3,0.6427,4
99_Archive/clean/Roxe/This Is What We Do (Original Mix).mp3,123.05,0.22842,3246.0,0.5585,3
99_Archive/clean/RUZE/Box Cutter/01 Box Cutter.mp3,123.05,0.25638,3226.9,0.6193,4
99_Archive/clean/Rufus And Chaka Khan/Ain't Nobody (Petko Turner Edit II).mp3,112.35,0.13397,3539.9,0.2977,2
99_Archive/clean/Rossi_/Welcome EP/04 Memories of Late (Original Mix).flac,86.13,0.12226,3499.9,0.2545,2
99_Archive/clean/RUZE/Box Cutter/02 Right Now.mp3,123.05,0.19554,3699.1,0.5128,3
99_Archive/clean/Sable Sheep/Upon Burning Skies/01 Upon Burning Skies.mp3,123.05,0.18184,3354.0,0.4663,3
"99_Archive/clean/Sage Armstrong, Pheezy420/Fukitup (Original Mix).mp3",123.05,0.2764,2444.4,0.5735,3
99_Archive/clean/Sakro/Jazz On Mars (Original Mix).mp3,129.2,0.1617,3414.4,0.5775,3
99_Archive/clean/Sakro/Lusyd (Original Mix).mp3,129.2,0.14476,2324.3,0.4475,3
99_Archive/clean/Sakro/Supersymmetry (Original Mix).mp3,129.2,0.19593,2402.9,0.54,3
99_Archive/clean/Rudimental/Home/21 Rudimental - Alien Bashment (Chris Stussy remix).flac,129.2,0.2781,2763.9,0.75,4
99_Archive/clean/Sakro/Voices (Original Mix).mp3,129.2,0.17675,1908.8,0.4626,3
99_Archive/clean/RUZE/Chapters/01 Mindset.flac,129.2,0.23164,3188.8,0.7036,4
99_Archive/clean/Sam Goku/Explorations 02/02 x-plor06.mp3,136.0,0.23468,3772.8,0.7907,4
99_Archive/clean/Samantha Loveridge/Backtrack Blow Up (Max Styler Remix)/01 Backtrack Blow Up (Max Styler Remix).mp3,129.2,0.30227,2807.6,0.7923,4
99_Archive/clean/Sami Dee/Keep The Beat Rockin' (Sami Dee's Slammin' Mix).mp3,123.05,0.30911,3936.0,0.7417,4
99_Archive/clean/Sami Dee/Why Don't You (Sami Dee's Dancetering Mix).mp3,123.05,0.27396,2192.6,0.5487,3
99_Archive/clean/Sanchez (UK)/Noiz Werq (Original Mix).mp3,123.05,0.21301,3376.9,0.5345,3
99_Archive/clean/Sam Brickel/Speaking Through Machines/03 Prescient Dream.flac,129.2,0.15566,1976.9,0.4346,3
99_Archive/clean/Sanchez (UK)/Sombrero (Original Mix).mp3,129.2,0.33507,3729.9,0.9011,5
99_Archive/clean/Sam Brickel/Speaking Through Machines/04 Speaking Through Machines.flac,95.7,0.04354,1227.6,0.0622,1
99_Archive/clean/Sam Brickel/Speaking Through Machines/02 Tone Control [Digital Only].flac,129.2,0.30498,2085.2,0.7308,4
99_Archive/clean/Sam Brickel/Speaking Through Machines/01 All I Know Now.flac,129.2,0.286,1674.5,0.6821,4
99_Archive/clean/Sander Kleinenberg/Essential Mix/21 KiNK feat. Milenita - Dame Mas.mp3,123.05,0.25802,2494.5,0.5437,3
99_Archive/clean/Sam Brickel/Speaking Through Machines/06 The Last Question [Vinyl Release].flac,172.27,0.15642,2071.6,0.513,3
